name,message,since,link,country
RinSenpai,"Thank you Kanatan for these 6 years! Un immense merci pour toutes ces années passées ensemble!
I'm a fan from France who admires your talent and your personality, and I wish you happiness for life!
かなたん、6年間ありがとう！
フランスから応援しているへい民です。あなたの才能と人柄に心から感服しています。末永くお幸せでありますように！ かなたん大好き！",2020,https://x.com/RinSenpai135/status/1996668931399209471,France
白羽,"かなたんが一番大好きです。
日本語はあまり得意ではなく、よく聞き取れないこともあって、切り抜きしか見られないこともありますが、それでもかなたんの配信を見ているととても幸せな気持ちになります。
声も、歌も、ツッコミも、全部が本当に可愛くて大好きです。
かなたんがこのまま卒業してしまうと思うと、本当に寂しくてなりません。
グッズや壁紙も、すべて宝物として一生大切にします。
かなたんがいつ戻ってきても、私たちはずっと待っています。
いつかまた、「きちゃった」て　私の耳に響く日が来ることを心から願っています。
",2024,,Taiwan
そら19,"カナタ、本当にありがとう。
卒業後も、また歌ってくれる日が来ることを心から願っています。
あなたの歌声に強く惹かれました。

これからもずっと応援し続けます。
今までの活動、本当にお疲れさまでした。
あなたと過ごした時間は、私にとってかけがえのないものでした。

つらくてしんどい時期、あなたの配信に何度も元気をもらいました。
本当にありがとう。
",2023,,Japan / 日本
Shroob,Love love love,2021,,France
尾場加イッチ,"ホロライブ界で一番好きだったホロメンはかなたんでした！
卒業してしまうことにめっちゃ惜しんでいますが、歌活動はやめないでください！
「諦めなくて、良かった」って言うかなたんは俺の中で世界で一番かっこいいんだよ…！
かなたん大好き！！！！！",2025,,Japan / 日本
,Kanatan I'll miss you and I hope you take care of yourself and remember to take a rest off if your feeling tired. Love from Slime_desu.,2019,,Philippines
@Renaa_uta,"かなたさん、ありがとうございます！5年前、かなたさんの歌声に救われました。私もその頃から歌い始め、今も続けています。今でもかなたさんの歌ってみた動画をMIXしたいと夢見ていますが、叶いそうにありません。（若いうちから聴力が弱まり始めていますが、それでもまだ望んでいますwww）
美しい歌声で私を強くしてくれてありがとう。これからも生き続け、精一杯頑張ります。いつかかなたさんの新曲を聴ける日を願っています。

これから訪れる困難な時、かなたさんの美しい歌声がきっと恋しくなるでしょう。

本当にありがとう！
生きるねかなたさん
:))",2020,,Indonesia
,"Amane, Thank you for the incredible six years of your activities as a VTuber.

I will never forget the amazing memories you've created.

I wish you all the best in your next chapter and for a healthy and happy future. Merry Christmas.
",2024,,United States
,六年ぶりにお疲れ様でした。私たち全員は天音さんのことを天に行くまでにわすられません。だから私たちは天に行くとき私たちを迎えにください。日本語はちょっと悪くってすみません、私の日本語力はそんな強くないです。おつかなたです。,2025,,Thailand
Saichi,"These past six years has been a blast. I love your smile. I love your beautiful voice. I love you just being yourself. You are very talented. You have a massive impact on my life. I will never forget you. I will cherish this forever. Thank you for everything, Kanata. お疲れ様です🩵",2020,,Philippines
Robert Dexter (Dexteru/Dex),私はDexです。ずっとあなたを応援してきて、あなたを“バーチャルの妻”みたいに大切に思っていました。お金持ちのファンみたいにたくさん投げられないけど、あなたの配信はいつも楽しみで、ソロライブも本当に嬉しかったです。卒業の知らせはすごく悲しくて、心に穴が空いたようでした。でも、あなたの選んだ道だから、前向きに受け止めようと思います。ずっと素敵な時間をありがとう。あなたの未来が明るいものでありますように。,2022,,Indonesia
Luthyrene (Luth/Luthy),カナタさん、一つだけお願いがあります。どうか無理をしないでください。アイドルが私たちを楽しませるために無理をしているのが辛いです。どうかお大事に。,2019,,Indonesia
にろにろ,私の人生で一番深く入ってきた最高のアーティスト。どんな形でもいい。最初は「今日はなか卯食べた」くらいの日常の共有でもいい。 いつまでも待つから元気になった姿でまた歌を歌ってくれ。 本当に本当に大好きだよ。天音かなた🥰🥰🥰,2024,https://x.com/nironiro_ro/status/1908790287536972181?s=20,"Korea, South"
MINICUBANT,Thanks for your hard works! <3,2019,,France
kirakiraAZK,"Even after graduating, please... you still must make song! Your song saved me and make me happy. And thanks for incredible 6 year in hololive. Hope you happy after all",,,Indonesia
Pixeluchiha,"2020年、英語話者の私のYouTubeに日本のVTuberのマイクラ配信が流れてきた。興味でクリックすると、天使のような彼女が面白く最後まで視聴。それがきっかけでホロライブを知り、5年半の旅が始まった。その間、かなたはいつも心にあった。優しく努力家で面白く、歌声も素晴らしい。ホロライブは大好きだけど、かなたを見つけた時はホロライブを知らなかった。僕にとって、ホロライブ以前にいたのはかなたんだった。君がいなくなるのは寂しいけれど、見守れた日々を幸せに思う。これからの未来が、苦労を乗り越える価値のある喜びに満ちていますように。
Thank you DeepL for the translate.",2020,,United States
SpoonMaster,"天音かなたは僕の初めてのアイドルですよ
かなたんは日本語を学ぶ理由がくれました
これまでにしてくれたこと、本当にありがとう!
おつかなた！",2024,,United States
TIo,"かなたんに会えてこの4年とても幸せでした
あなたの夢を応援できてとてもしあわせでした
正直辞めてほしくないです
あなたが全ての夢を叶う姿がめたかった
あなたの声が、歌が、その足跡が僕に大きな勇気となり、沢山の夢ができました
もうあなたを 追うことが できないけど
一生あなたの歌で勇気をもらいたいです
忘れたりなんかしません
音楽は、辞めないで欲しい
さよなら, もう会いたいね",2021,https://x.com/Ice_Tio0110/status/1518066047894827008?s=20,"Korea, South"
Nav,Thank you for everything. I will support you forever.,2020,,New Zealand
MヨEP,かなたん、今まで本当にお疲れ様でした！卒業してしまうのはとても残念だけど、それで幸せになれるなら本望です。8月にかなたんのソロライブを行けたことは一生の思い出です！アメリカからわざわざ来た甲斐がありました！またいつか、かなたんの歌が聴きたいです！,2023,,United States
Chamber,"We'll miss you a lot, Kanata! Best wishes for you and your future endeavours!",2023,,United Kingdom
,"Ppt thank you for the last 6 years of making me smile, I hope you have a beautiful future filled with lots of happiness and wonderful friendships ",2019,,Canada
Alice,Thank you for so much hope. I will miss your brightness a whole bunch.,2020,,Puerto Rico
PearSpinOn,"このページに私の作品や言葉を全て収めきれなかったので、独自に作成しました。わがままをお許しください。

https://pearspinon.nekoweb.org/Gallery/kanata",2021,https://bsky.app/profile/pearspinon.bsky.social/post/3ma7yinya2c2r,United States
Byahan,かなたそ「セルフサービス」という曲をリリースして歌ってくれてありがとう本当に最高だったよありがとう,2025,,Indonesia
ロソガソ,"はじめまして。シンガポールのへい民です。
50万人記念の耐久歌配信をきっかけに、ずっとファンになりました。
あなたは心から尊敬できる、最高のアイドルです。
卒業はとても寂しいですが、あなたの想いや精神はこれからも私の中で生き続けます。
ご決断を尊重しています。あなたは最後まで全力を尽くしてくれましたし、最高のアイドルでした。
もし可能なら、いつか気が向いた時に、雑談や歌配信、歌ってみたで戻ってきてくれたら嬉しいです。定期的でなくても、普通のお仕事をしながら、たまにで構いません。",2020,https://x.com/gaoryuugan/status/1925055620602081647?s=20,Singapore
真田まさき＠へい民💫,私は一生かなたんのファンです！LOVE LOVE かなたん💫,2021,https://bsky.app/profile/watarusanada.bsky.social/post/3mag2rsb37c2r,Taiwan
MaybeAnt,"かなたんは、僕の人生にとっても本当に大きな存在です。
寂しさと悔しさでいっぱいだった時期、ある日かなたんの配信に出会いました。

かなたんが自分でずっとずっとがんばって、夢に向かって努力し続ける姿を見て、僕も「あ、僕もがんばらなきゃ」と思いました。
海外ニキの僕にとっても、そのかなたんのイメージは僕の人生を救ってくれました。

かなたんの音楽は、僕が一番つらいときに支えてくれました。
これからも、応援し続けます。

僕の推しはいつまでもこのかわいい天使――天音かなた。
寂しくなるだろうけど、卒業おめでとう。
世界で一番のアイドルのかなたん、本当に本当にありがとう。
忘れないよ。",2019,,Singapore
tendvesw,あなたが未来への一歩を踏み出してくれたおかげで、ネットを通じてあなたに出会えました。あなたの歌、配信、そしてその信念に、たくさんのへい民が救われたんです。 知っての通り、へい民はあなたを見つけることを絶対に諦めません。だから、あなたもへい民やホロメンとの繋がりを諦めないで。あなたが手を差し伸べてくれれば、みんな全力で応えます。 好きな歌も配信も、どうかやめないでください。かなたちゃんとしてでも、別の形でも、私たちは再会できる日を待っています。 しっかり休んだ後は、アイドルという形にこだわらなくていいから、また一緒に楽しい時間を過ごしましょう。(Gemini翻訳),2020,,Hong Kong
Lowest Quality Burger,"I cannot find the words to express how much you have changed my life, so in the end all I can say is... 
Thank you! ( ◡‿◡)",2020,https://x.com/DarkestBurger/status/2000608959959556407?s=20,Philippines
D12,天音かなたは私のアイドルであり、ヒーローです。この5年間、あなたが私のためにしてくれたことは決して忘れません。どうかお元気で、寂しくなります、どうか歌い続けてください。またお会いできる日を願っています。ヘイミンは永遠です。それでは、またね！<3,2021,,United States
MJC,Thank you for all your hard work Kanata! Live a happy life after graduation. The memories you created will live on as a wonderful gift for current and future fans.,2020,,United States
JustTakasu,"Hey Kanata, i'm a heimin since 2020 and I've always loved your singing! Your perseverance through your Meniere's to produce the most beautiful and truly unique songs in Hololive is something i have nothing but the deepest level of respect for. Don't give up on music! Thank you Kanata!",2020,,Singapore
f2ai,私たちは、いつも一生懸命なPPTenshiを愛し、忘れません。 かなたん大好き！,2020,,United States
kon,"かなたん6年間本当にお疲れ様！！
かなたんの歌声や拘り、何度でも挑戦していく姿に「自分も」といつも力を貰っていたし普段の配信の楽しい時間では癒しや活力を貰ってました！
困っているホロメンやへい民に手をさしのべて無限に優しさをくれていたこと、かけがえのない時間を本当にありがとう！！！
かなたんに出会えてたこと、今までの道のりやソロライブ等、たくさんの夢を叶えた姿を一緒に見ることが出来て本当に良かった！！！
卒業後もかなたんがより幸せな人生を歩んでいることを心から願ってますー！！！(><)",2022,https://x.com/i/status/1999717857731789082,Japan / 日本
Aced1a,"「やめるのやめろ！」って本気で思ってるけど、
かなたんの幸せを一番に願ってるよ！
6年間ありがとう！
ずっと大好き！！！！",2020,,Hong Kong
Nauris,"I have hard time to actually write a meaningful message that isn't too long, so I'd like you to listen to a particular song instead, ""Cradled in Love"" by Poets Of The Fall.

It doesn't actually matter if you listen to it or not. I simply want to thank you for all of the good times.",2020,,Finland
Cho Nathan,"こんかなた! 
今まで本当にお疲れ様！
かなたにとって私は数多いへい民の中で一つに過ぎないかも知れないが、私にとってかなたは一生忘れられない唯一無二の、そして最高のアイドルでありヒーローだよ｡
学生頃から今まで、君を通じて 過分なほどに 救われったし、本当に幸せだったよ｡
こうやって別れることはとても惜しくて悲しいが, 何より君の選択を尊重するからつかまらない。その代わりに、ただ・・・これから君が歩くすべての道に祝福と希望がいっぱいになることを祈るよ｡
今まで本当にありがとう！
では・・・さよなら、私たちの天使。",2021,https://x.com/kklljj2004/status/1998692138284982434?s=46&t=jKCpdOBWJ3qiIkfvv6-OPA,"Korea, South"
ashfur/アシュファ,かなたん、たくさんの楽しい時間をありがとう！親切で面白くて、勤勉な天使なところ、本当にすごいよ。ここまで成長してきた姿を見られて、心から感動している。ソロライブができて本当に良かったね！神々しい歌声も、ずっと忘れないし恋しくなるよ。わがままなお願いだけど、いつかどこかで、へい民たちがまたかなたんに会える日が来ることを願っている。ホロメンの皆とも、これからもつながっていてね。6年間、本当にありがとう！ゆっくり休んでね！おつかなた！,2020,,Singapore
,あなたがいて私の5年は幸せでした いつも幸せで元気でいてください、言いたいことはたくさんありますが、今はただあなたが幸せであってほしいです。,2021,,"Korea, South"
FrogFrozen,"Translated With DeepL
初めてVTuberを知ったのは、カナタさんがペコラさんと「スーパーバニーマン」を配信していた時です。その時は体調が悪かったのですが、あなたたちの笑い声に癒されて、すぐに元気になりました。

それ以来ずっと応援しています。この数年、あなたは私にたくさんのものをくれました。これからどんな道を進むにせよ、一日一日を幸せに、そして充実して生きていってほしいです。

かなたさんは、いつまでも私たちの心に深く刻まれ続けます。",2020,,United States
あなまか,2020年に私はホロライブを見始めた。かなたんは私が最も見たホロメンの中の一人だった。ホロライブやVTuber文化をもっと知って、好きになるのがかなたんのおかげだよ。そんな私が大学を始めた頃に心の支えにもなってくれた。で数年間ホロライブから離れてしまい、戻った時にはかなたんの雑談にハマっていた。かなたんはどんな話題でも面白く語られて、みんなの心を引き付けて笑わせる。雑談のアーカイブを何回も再生して、日本語めっちゃ上達できた。こうしてかなたんと他のホロメンの配信をもっと楽しめて、世界中のファンをもっとうまく絡めた。かなたんとの思い出は一生心の残る。今まで本当にありがとう、そして未来に幸あれ！,2020,https://x.com/anamaka0/status/1912444870309871952/photo/1,United States
turtle turtle💫,"かなたんとの日々がとても大切な日常で癒しでした
かなたんはかわいいもかっこいいも内包したアイドル
かなたんは一生唯一絶対最強の世界で一番のアイドルだよ
大好きだ愛してる",2020,,Japan / 日本
Sezaru,"Greetings from USA, 
I am sad to see you go, but your health is most important. Please take care of yourself. 
I hope one day you come back. I wish you and your family eternal happiness. 
Never stop singing, your voice is the best in the entire world! I will keep you in my heart forever!!<3

-Sezaru",2022,,United States
おやじ,かなたんが卒業してしまうのは本当に悲しいけど、かなたんのこれからの人生が幸せでありますように。歌うのはやめないでね！,2022,,Japan / 日本
khh4,"あなたの歌 あなたの存在だけで元気を出して生きていけた
共にしたすべての瞬間の中 あなたは私とへい民達の 真の天使であり、最高のアイドルでした
天音かなた の名前だった 君よ いつも愛しています , いつか戻ってくるその日を信じています
あなたの前途が夢と希望に満ちていますように 
最後に天使のあなたへ お祈りします
愛しています.",2023,,"Korea, South"
ghost,"Thank you for the music and funny moments, PPT. And best of luck in your future",2021,https://x.com/ByteNight/status/2002939996312076304?s=20,United States
Dennis,"Thank you Kanata for 6 years of laughs, music, chatting, and so much more. I was so happy to support you during this time and into the future. I hope the rest of your life treats you very well",2019,,United States
VivaLaPPTenshi,"伝えたいことは山ほどある（君は僕の人生を変えた、もっと君を見ておくべきだった、永遠にここにいてほしい）けれど、どんな言葉もこの気持ちを完全に伝えきれない。君に出会えて本当に良かった…寂しくなるけれど、どうか健康でいてほしい。これからもずっと応援するから。
あなたの人生が良いもので満たされますように。私は誇りを持って言えます、カナタンは私の推しだと。
あなたの才能を決して疑わず、この世界でのあなたの強い存在感を決して忘れないでください。なぜなら、私はいつまでも愛しいPPTenshiを覚えているから。(DeepL)
Te quiero mucho.",2020,,Peru
DelightedDonut,かなたは私の初めてのアイドル！ただの海外ニキ、何も知らない、アイドルのこと。チャネル　メンバーじゃないし、コメント書かない、時々グッズが買った、配信見るだけ　情けないファンだ。でもかなたは配信おもろい過ぎて普段の静かに笑顔だけ私がならいつも爆笑、大笑顔を浮かべたりしている人になる。そこからかなたの楽しい、美しい、印象的な歌声心を捉えた。私の猫たちも好き！　かなたのおかげでどんどん友達が出来た、ほかのへい民たち。大切な友達だ。買ったかなたグッズは全部宝物だ。かなたの残した物は本当にいいものと思う。絶対忘れない。推しになってくれてありがとう！私たちのアイドルになってくれてThank you!,2022,,United States
Sakitos,"Love you, Kanatan. Wish you all the luck in future.",2022,,Poland
,"It was a beautiful, yet regretable end to your journey, but I hope you are happy and successful, wherever you are next.
Thank you for the last 6 years, and good bye.",2020,,Vietnam
Setsuna Chiame,Thank you for being my Kami-Oshi,2021,,
Phi,"かなたんへ
「Unknown DIVA」をリリースしてから今日に至るまで、かなたんのことがどんどん好きになっていきました。
もっと早くへい民になれていたらよかったな、と今でもそう思っています。
これからもどうか無理せず、体を大切にしてください。
かなたんのことは、ずっと大切にしています。
本当にありがとう！",2025,,Germany
Jack,今まで本当にありがとう。素晴らしい6年間でした。これからどんなことでも頑張ってください。音楽活動を続けていくなら、いつかアニメであなたの曲が聴けるといいですね。またね!,2019,,United Kingdom
Cheliax,Thank you for everything for the past 5 years. I will forever support you no matter what.,2020,,United States
呪子 Noroiko,"大好きなかなたんへ

最近気づいたのは、なぜ人がへい民になるのかと。もちろん第一はかなたんへの大好きな気持ち。でもその他は、かなたんと何らかの点で強く共感を持ってるからだ。そしてかなたんが羽ばたくのを見て、自分も好きになれる。

だから帰ってくるのをずっと待つね。気楽に気長に待つ。絶対何かの形でまた会えるのを確信している。

まあ！プレッシャーはかけるつもりがないから、卒業を機に友達とたくさんご飯行ったり旅行行ったり、うさちゃんもうさ吸いしたりベッドでたくさんゴロゴロしたりして！またいつか会える日まで！

こんな長文は手紙書けばよかった！！！w

かなたん大好き！！！

呪子より",2021,https://x.com/NoroikoTrns/status/2003087442103116071?s=20,Australia
HeyMin,かなたえ、ありがとう。別のタイムラインでは、もう一度あなたのファンになりたいです。,2019,,Indonesia
JHSeo,"こんかなた～！韓国から配信を見ている海外ニキです。
へい民になったのは「別世界」のときだったので、もう3年になります。私は大学院生なんですが、最近は博士の卒業準備で忙しくて、アーカイブで見ることが多かったです。12月1日にディフェンスを終えて、今月は生配信で見ようと思っていたんですが……悲しかったです。でも、いろいろなお話を聞いて、仕方がないと思うようになりました。やはり健康が一番大事ですよね。私は韓国に住んでいるので、自分が行くお店でアルバイトをすることはないでしょう。それでも、いつかまた会えたらいいです。そして、歌うことはやめないでください。
Knock it out、とてもよかったです！",2022,https://x.com/XXDGlBDyTQH254v/status/2003111205536399730?s=20,"Korea, South"
,"I fell in love with kanata from cocos graduation. Seeing the effort kanata put into saying goodbye to her friend made me notice kanata. Thank you for your efforts, for you kindness,  for your music, for existing. We love you, please love a healthy and long life.",2021,,Mexico
SkyR,かなたさん、高校生の頃からずっと私のアイドルでいてくれて、本当にありがとうございます。配信で聴くかなたさんの歌声や、楽しそうな笑い声には、いつも心を奪われていました。つらい時期でも、かなたさんは私やたくさんの人たちを笑顔にしてくれました。本当に感謝しています。これから始まる新しい冒険が、健康で安全なものになりますように。またどこかで会える日を楽しみにしています、かなたさん！！！,2019,https://x.com/i/status/1996498341182755244,Indonesia
HuyV,"Thank you for the memories over the past 6 years, Amane Kanata. Arigatou~ ",2025,,Vietnam
Jobocite,"Kanatan! I will miss you but I hope you have a happy life! Thank you for the amazing music and fun streams!

ありがとう ！",2023,https://x.com/i/status/1948736247267999799,United Kingdom
,"どう気持ちを伝えばいいか迷って、思うままに書きます
変だと思ったらすみません

私はアイドルが理解できなくて、ネガティブな意見も持った
でもある日、かなたんを見つけて、曲も配信もも好みで、見るようになった

かなたんの頑張ってる姿が、何回見てもかっこよく感じた
いつの間にか、私は「アイドルはこうかな」と思うようになった

いつまでもを応援したい
いつか私もかなたんみたいな人になりたい
自分の夢が叶えるように頑張ってみたい
こんな気持ちが胸いっぱいです

いつまでも、かなたんが私の中の一番のアイドルです

長い年、お疲れ様でした
これからも幸せでいてくださいね
貴重な思い出、ありがとうございます",2020,,Thailand
Hồ Duy Khang,かなたさん、あなたと知り合ったのはつい最近ですが、あなたは私に深く忘れられない印象を残してくれました。卒業してしまうのは悲しいですが、あなたがくれた美しく忘れられない思い出は、いつまでも私の心の中に残ります。誕生日に、かなたさんにお祝いの言葉を贈りました。これからの人生、特に健康と仕事での成功を心から願っています。前向きに、幸せに、そして好きなことに時間を作ってくださいね、かなたさん。かなたと過ごした時間は短すぎて、たくさん泣いてしまいました。どうかご容赦ください。またいつか会えることを願っています。たとえ小さな希望でも、私は諦めません。今までありがとう。天音かなた、本当に寂しくなります。🩵,2025,,Vietnam
HaruCore,"Thank you for the past 6 years, Kanatan. Thank you for showing me what it truly means to give it your all to achieve your dreams. I was so happy to see you up there for your Sololive, thinking to myself ""Kanatan made it... my gorilla angel is truly a beautiful idol...!""
Love you, Kanatan! Take care!",2021,https://x.com/HaruCore562/status/1999651109145838036/photo/1,United States
,ありがとう、カナタ。あなたはいつも生活をより良くしてくれて、一般の人だけでなく周りのすべての人のために。あなたは私が海外のファンでありながら日本語を学びたいと思う理由の一つでもあります。すべてに感謝します💫💙,2021,,United States
Zombie Tacos,"Thank you so much for your hard work. Take good care of yourself ❤️
お疲れ様でした",2019,,Mexico
TGMaelstrom,Gracias por todo,2020,,
Project Epsilon,"Thank you for all of the wonderful memories! I will miss your wonderful singing and your fun streams, best of luck with your future activities!",2020,https://x.com/EpsilonRemixes/status/2003194329150685629?s=20,Australia
風鈴,初めての推し。唯一の推し。これから先も、誰にも代われない存在。一生忘れません。あなたが一番大好きです。,2019,,Taiwan
InvoFang,"お願い、せめてかなたんは何らかの形でインターネット上に残ることができますか？配信者としてでも、なか卯で食べた日常のことを投稿するだけでも。続けても大丈夫ですよ！
インターネットから消えるほど自分を厳しくなる必要はありません。ぜひ自分が心から幸せになれるを選んでください。自分の本心をもっと大切にして、無視しないでください。かなたんには後悔してほしくない。お願いします、卒業のこと考え直してもらえませんか？
いつでもホロライブに戻ってこられるというホロメンの誘いを心に留めて。ホロメンにはかなたんがいつでも居場所があるよ、そして天音かなたは永遠のアイドルだから安心して、いつでも戻ってきて大丈夫ですよ！",2025,,New Zealand
helo7089,かなたん、いつでも戻ってきてください…みんなが待ってますよ…もう一度あなたの笑顔が見たいです。,2024,,Hong Kong
,Kanata You are a LEGENDARY ANGEL IDOL,2020,,Philippines
Kuromatic,We love you Kanataaa! We hope that you the best and wish that you will find success after graduation. Anata no koe to kenshin wa heimin zen'in ni kibō o ataemasu. Arigato!,2025,,Philippines
hitaro,"こんにちは、天音かなた。
誰かの卒業で泣くのは、これが二回目です。
前回はココ会長の卒業でたくさん泣きました。

ただ伝えたかったのは、
かなたんは私たちに代わりのきかない大切なものをくれたということです。
みんなから尊敬される、本当に優しい人です。

この先の人生が、幸せでありますように。
私たちはずっとかなたんのことを忘れません、PPT天使💙💙💙。
これからも成功に満ちた人生を歩んでください！！
かなたそ！！！大大大大好きです🥺❤️❤️💙💙

- 海外へい民より！
日本語あんまり上手じゃなくて、変な言い方だったらごめんね！",2021,,Indonesia
vtange,"かなたん、6周年おめでとう！ずっとあなたの歌が大好きでした。どうか今後も歌を止めないで！6年間の活動本当に頑張ったな、大変お疲れ様だよ。かなたんはいつも優しくて、ホロメンの中の紳士だと思った、格好良かったよ。かなたんの努力＋節約力はすごいけど、自分の健康を大事にしてねー活動後に体がよく回復できますように。
これからも僕達ヘイ民を見守ってね！かなたんに見せたかったまだ未完成のプロジェクト、たくさんあるから！
かなたんのソロライブ、現地に行けてよかった。あなたが居なくてもゴリレバは不滅だ！
翼2つ持ってるかなたんを見れる未来があることを願ってます。大好きだよ！",2020,https://x.com/vtange/status/2003310429519642717,United States
LYC,"かなたん、6年間本当にお疲れさまでした。
たくさんの素敵な思い出をありがとう。

一歩一歩成長してきた、あの小さな天使の姿を、私は絶対に忘れません。
伝えきれなかった想いは、手紙にしてCOVERへ送りました。
どうか無事に、あなたの手元に届きますように。

これからの日々、へい民としての私は、自分のことをちゃんと大切にして生きていきます。
でも、かなたんもどうか無理をせず、体を大切にして、幸せで笑顔あふれる人生を歩んでね。

もしまたいつか、どこかで会える日が来たら――
私はいつでも、「おかえり」って言う準備をしています。

ありがとう。
世界で一番可愛い天使へ。",2024,https://x.com/LYC__LYC/status/2003320620130664468?s=20,Taiwan
芒果提姆,これからも楽しんでね ！君の歌声が一番好き！,2019,,Taiwan
Given,We will miss you PP Tenshi!! >-<,2021,,Philippines
,"Although I have only watched a few stream of yours, I know how heartwarming you can be. Hopefully when there are times that you think ""I can't do it anymore"", please never give up.",2025,,Philippines
WallyWW,"伝えたいことは山ほどあるのに、言葉が見つからない。でも後悔なんて絶対にない。6年前のあの日が、こんなに多くのものをくれるなんて想像もしていなかった。この思い出の数々への感謝は計り知れない。2019年にあなたのチャンネルを見つけたことは、今となっては奇跡のように思える…そう…かなた、あなたは奇跡なんだ。
だから、この気持ちを伝えさせて：

私にとって 天音 かなた は世界で一番素晴らしい人

絶対に忘れない",2019,,Argentina
,"かなたのおかげでELECTROCUTICAさんの作品を聴くことができた

かなたんのうた素敵。ほんとにありがとございます",2021,,United States
Brexe,You always help me when i was down i hope the best for you,2019,,Mexico
dingoes,古のサンズ戦で見始めたが、本当にへい民になったのはダクソを始めた時だった。アメリカに住んでるので配信が20時スタートだったが、夜更かししてリアタイしてた記憶がある。4thフェスに行ったときの飛行機の中でずっとダクソ1の最終回をみてたし、帰りの便の時もずっとダクソ3の配信をみてた。こんなにフロムゲーを愛してくれてありがとう！そして、天音かなたという存在でいてくれてありがとう！自分は現実主義者で天使とかただのファンタジーだと思っていたが、かなたんに出会ってから思ったことがあるんだ。「この世界に本当にいたんだ！実在してたんだ！ゴリラが！」ってね,2022,,United States
DeusRhea,私は長い間、かなたんの大ファンでした。あまりアクティブなファンではなかったけれど、かなたんへの愛はたくさんあります。ホロライブにかなたんがいなかった時のことを思い出せないので、彼女が去るのはとても悲しいです。かなたん、色々とありがとう！（翻訳機を使いました、お許しください！）,2021,,United States
まさひろ,僕が受験期で暗い感情に包まれていた時に歌を聴いて、様々な要員で大変な中でも挫けずに頑張っている天使がいるぞ、ということで勇気をもらった以来ずっとオリ曲や歌みた、配信などを励みに頑張れました！！SSAでのソロライブ等、叶えられなかった夢などを追いかけて行きたかった気持ちもあり寂しいですが、卒業した後もゆっくりと自分のペースで療養し、是非とも歌を続けてください。応援しています！！今までたくさん元気をくれてありがとう！！,2020,,Japan / 日本
Justineeeee,カナタ！！！あなたの素晴らしい成長と、あなた自身を私たちに見せてくれてありがとう。あなたの素晴らしい声を聞かせてくれてありがとう！あなたの人生が素晴らしいもので満たされますように！がんばってね,2024,,Philippines
thePancake7,"Hi Kanata!
Even if I couldn't understand much I always enjoyed watching your streams. I was always amazed at your singing abilities. I hope after graduation you will be able to get some good rest!  Thank you for all the fun streams and concerts over the years. Im glad to be a Heimin since day 1.",2019,,United States
cushing,"かなたを見る前からhololiveを知っていましたが、かなたの2周年ライブを見てとりつかれたようにオシになりました。 みんなのおかげで歌が歌えたと笑って言うかなたの姿があまりにも眩しくてこの4年間まぶしい体でいられました。 かなたは今、天界に戻りますが、平民に残る眩しさはこれからも永遠でしょう。 そして天界でも かなた が笑って過ごせることを祈っています。

-いつも永遠なそして変わらない世界一のアイドルにその光に魅せられた一人の平民が-",2022,https://x.com/cushing154/status/1550286787766931457?s=20,"Korea, South"
Shira Yoruha,"I glad to meet you the same day of i know Tokoyami Towa sama , Himemori Luna and Tsunomaki Watame. Im proud of you able to made it to Solo concert, sadly im unable to attend or watch it by Via streaming. But im glad ^_^ to knowing You",2022,https://x.com/i/status/2003439562581008685,Malaysia
Butters,"Kanata!!!! Always, forever, in my heart!!!! We love you!!!!!! 🥹💙🩵",2021,,Philippines
Wil S.,"Whatever you do next, I wish you will have a thousands times the happiness that you have given me. Thank you for everything, Kanata.",2020,,Indonesia
ラク,"言いたいこと山ほどあるけど、文字数制限あるから簡単に言うね
かなたん今まで本当にありがとう、生まれてくれてありがとう。
もしこれからの人生で辛くなったら、いつでも戻ってきて。ずっと待ってるから。
どれだけ離れても、どれだけ時間が経っても、ずっと、ずっと、かなたんのこと大好きです。",2020,https://x.com/RTasuberu/status/1955149783821324563?s=20,Hong Kong
Vivi The Blossom,"こんなに好きさせた、そしてこんなに悲しい別れするか。かなたんのいじめ(˶˃⤙˂˶) 好き好き好き！
私から手紙をもらった？間に合ったら知らせないと書いたけど、じつは郵便制度に知らせた！間に合ったの知ってる。すごいうれしい。
私たちのえいえんの愛覚えろね！ぜったい忘れちゃダメ！怒る！
じゃあ、バイバイチュチュチュ",2021,,Germany
Kybold,"かなたんへ、まず、DeepLを使っているので誤訳があったらごめんなさい。

最近あまりあなたのライブ配信を見られなくて申し訳なく思っています。戻ってきたら卒業の告知があって、一瞬心臓が止まったような気がしました。
あなたやへい民たちとの大切な瞬間をたくさん逃してしまった気がします。
でも卒業の理由が健康のためなら、それを受け入れられます。何よりもあなたの健康が大切ですから。
今後のご活躍を心から願っています。へい民一同、あなたと過ごした時間を本当に感謝しています。
ホロライブとファンのために尽くしてくださった全てに感謝します。これからもどうかお元気でいてくださいねぇ。",2020,,Indonesia
Aqua,You and the rest of gen 4 were some of the first vtubers I watched in 2020. Thank you for introducing me to vtubing and hololive!,2020,,Vietnam
